DlrCd,Start,End,Interval
GA068,201306,201506,preInstall
GA070,201404,201604,preInstall
GA071,201208,201408,preInstall
GA075,201306,201506,preInstall
GA076,201102,201302,preInstall
GA077,201506,201706,preInstall
GA078,201604,201804,preInstall
GA079,201305,201505,preInstall
HI012,201302,201502,preInstall
HI016,201306,201506,preInstall
IA016,201212,201412,preInstall
IL003,201108,201308,preInstall
IL014,201107,201307,preInstall
IL044,201210,201410,preInstall
IL052,201007,201207,preInstall
IL063,201102,201302,preInstall
IL068,201211,201411,preInstall
IL069,201102,201302,preInstall
IL073,201007,201207,preInstall
IL081,201007,201207,preInstall
IL082,201105,201305,preInstall
IL087,201007,201207,preInstall
IL090,201506,201706,preInstall
IL091,201203,201403,preInstall
IL092,201512,201712,preInstall
IL093,201110,201310,preInstall
IL094,201208,201408,preInstall
IN013,201211,201411,preInstall
IN043,201309,201509,preInstall
IN048,201204,201404,preInstall
IN049,201511,201711,preInstall
KS003,201308,201508,preInstall
KS013,201308,201508,preInstall
KS015,201107,201307,preInstall
KS016,201411,201611,preInstall
KY006,201409,201609,preInstall
KY018,201301,201501,preInstall
KY029,201408,201608,preInstall
KY031,201211,201411,preInstall
KY032,201606,201806,preInstall
LA009,201111,201311,preInstall
LA026,201312,201512,preInstall
LA027,201401,201601,preInstall
LA032,201305,201505,preInstall
LA033,201205,201405,preInstall
MA021,201109,201309,preInstall
MA024,201111,201311,preInstall
MA029,201211,201411,preInstall
MA030,201308,201508,preInstall
MA031,201310,201510,preInstall
MA034,201101,201301,preInstall
MA040,201210,201410,preInstall
MA043,201206,201406,preInstall
MA044,201107,201307,preInstall
MA046,201104,201304,preInstall
MA051,201210,201410,preInstall
MA053,201308,201508,preInstall
MA055,201009,201209,preInstall
MA056,201106,201306,preInstall
MA058,201304,201504,preInstall
MA061,201209,201409,preInstall
MA062,201301,201501,preInstall
MA063,201212,201412,preInstall
MA064,201202,201402,preInstall
MA065,201108,201308,preInstall
MD006,201209,201409,preInstall
MD008,201111,201311,preInstall
MD013,201201,201401,preInstall
MD017,201109,201309,preInstall
MD020,201206,201406,preInstall
MD021,201101,201301,preInstall
MD025,201212,201412,preInstall
MD026,201509,201709,preInstall
MD028,201108,201308,preInstall
MD030,201204,201404,preInstall
MD032,201401,201601,preInstall
MD034,201205,201405,preInstall
MD035,201504,201704,preInstall
MD036,201504,201704,preInstall
MD038,201103,201303,preInstall
MD040,201307,201507,preInstall
MD041,201308,201508,preInstall
MD042,201306,201506,preInstall
MD043,201104,201304,preInstall
ME005,201212,201412,preInstall
ME008,201303,201503,preInstall
MI031,201107,201307,preInstall
MI034,201501,201701,preInstall
MI043,201111,201311,preInstall
MI048,201401,201601,preInstall
MI056,201505,201705,preInstall
MN016,201403,201603,preInstall
MN021,201102,201302,preInstall
MN025,201406,201606,preInstall
MN026,201601,201801,preInstall
MN027,201105,201305,preInstall
MN028,201108,201308,preInstall
MO016,201305,201505,preInstall
MO045,201303,201503,preInstall
MO046,201206,201406,preInstall
MS022,201206,201406,preInstall
MS038,201305,201505,preInstall
NC008,201309,201509,preInstall
NC015,201309,201509,preInstall
NC028,201109,201309,preInstall
NC029,201401,201601,preInstall
NC030,201208,201408,preInstall
NC032,201407,201607,preInstall
NC038,201008,201208,preInstall
NC041,201404,201604,preInstall
NC043,201401,201601,preInstall
NC044,201404,201604,preInstall
NC047,201111,201311,preInstall
NC048,201309,201509,preInstall
NC049,201309,201509,preInstall
NC060,201307,201507,preInstall
NC064,201310,201510,preInstall
NC065,201008,201208,preInstall
NC066,201307,201507,preInstall
NC067,201602,201802,preInstall
NE011,201305,201505,preInstall
NH006,201308,201508,preInstall
NH009,201111,201311,preInstall
NH012,201206,201406,preInstall
NH014,201212,201412,preInstall
NJ005,201507,201707,preInstall
NJ015,201104,201304,preInstall
NJ025,201212,201412,preInstall
NJ032,201108,201308,preInstall
NJ033,201206,201406,preInstall
NJ034,201105,201305,preInstall
NJ039,201205,201405,preInstall
NJ045,201208,201408,preInstall
NJ046,201208,201408,preInstall
NJ047,201312,201512,preInstall
NJ049,201311,201511,preInstall
NJ051,201312,201512,preInstall
NJ056,201306,201506,preInstall
NJ057,201201,201401,preInstall
NM011,201108,201308,preInstall
NM012,201108,201308,preInstall
NV020,201204,201404,preInstall
NV025,201306,201506,preInstall
NV026,201312,201512,preInstall
NV027,201007,201207,preInstall
NV028,201508,201708,preInstall
NY013,201404,201604,preInstall
NY024,201210,201410,preInstall
NY025,201310,201510,preInstall
NY036,201008,201208,preInstall
NY041,201312,201512,preInstall
NY055,201207,201407,preInstall
NY058,201105,201305,preInstall
NY060,201305,201505,preInstall
NY061,201307,201507,preInstall
NY062,201309,201509,preInstall
NY075,201206,201406,preInstall
NY078,201308,201508,preInstall
NY082,201302,201502,preInstall
NY083,201305,201505,preInstall
NY086,201307,201507,preInstall
NY096,201309,201509,preInstall
NY099,201311,201511,preInstall
NY105,201308,201508,preInstall
NY107,201205,201405,preInstall
NY110,201012,201212,preInstall
NY119,201505,201705,preInstall
NY126,201202,201402,preInstall
NY127,201203,201403,preInstall
NY129,201210,201410,preInstall
NY130,201101,201301,preInstall
NY132,201311,201511,preInstall
NY133,201311,201511,preInstall
NY134,201211,201411,preInstall
NY135,201411,201611,preInstall
NY136,201108,201308,preInstall
OH027,201112,201312,preInstall
OH044,201309,201509,preInstall
OH045,201301,201501,preInstall
OH047,201409,201609,preInstall
OH050,201311,201511,preInstall
OH056,201308,201508,preInstall
OH057,201112,201312,preInstall
OH058,201209,201409,preInstall
OH061,201206,201406,preInstall
OH068,201304,201504,preInstall
OK015,201207,201407,preInstall
OK019,201309,201509,preInstall
OK024,201210,201410,preInstall
OK028,201209,201409,preInstall
OR015,201102,201302,preInstall
OR017,201206,201406,preInstall
OR025,201205,201405,preInstall
OR035,201305,201505,preInstall
OR036,201306,201506,preInstall
OR038,201509,201709,preInstall
OR039,201503,201703,preInstall
PA002,201110,201310,preInstall
PA003,201506,201706,preInstall
PA014,201104,201304,preInstall
PA018,201212,201412,preInstall
PA024,201107,201307,preInstall
PA032,201106,201306,preInstall
PA034,201108,201308,preInstall
PA037,201106,201306,preInstall
PA039,201109,201309,preInstall
PA042,201507,201707,preInstall
PA043,201310,201510,preInstall
PA044,201204,201404,preInstall
PA053,201110,201310,preInstall
PA057,201203,201403,preInstall
PA059,201506,201706,preInstall
PA065,201508,201708,preInstall
PA070,201508,201708,preInstall
PA071,201506,201706,preInstall
PA076,201109,201309,preInstall
PA079,201109,201309,preInstall
PA083,201601,201801,preInstall
PA084,201010,201210,preInstall
RI008,201109,201309,preInstall
RI011,201408,201608,preInstall
SC030,201211,201411,preInstall
SC033,201112,201312,preInstall
SC042,201309,201509,preInstall
SC043,201309,201509,preInstall
SC044,201107,201307,preInstall
SC045,201603,201803,preInstall
SC046,201601,201801,preInstall
SC047,201202,201402,preInstall
SD005,201410,201610,preInstall
TN008,201101,201301,preInstall
TN028,201306,201506,preInstall
TN032,201307,201507,preInstall
TN035,201303,201503,preInstall
TN045,201208,201408,preInstall
TN046,201301,201501,preInstall
TN047,201502,201702,preInstall
TN050,201404,201604,preInstall
TN052,201505,201705,preInstall
TX016,201010,201210,preInstall
TX040,201205,201405,preInstall
TX056,201310,201510,preInstall
TX060,201207,201407,preInstall
TX062,201304,201504,preInstall
TX093,201309,201509,preInstall
TX100,201011,201211,preInstall
TX104,201210,201410,preInstall
TX108,201109,201309,preInstall
TX111,201211,201411,preInstall
TX118,201201,201401,preInstall
TX127,201212,201412,preInstall
TX131,201102,201302,preInstall
TX132,201510,201710,preInstall
TX136,201405,201605,preInstall
TX145,201105,201305,preInstall
TX151,201206,201406,preInstall
TX157,201305,201505,preInstall
TX158,201408,201608,preInstall
TX165,201105,201305,preInstall
TX169,201211,201411,preInstall
TX171,201109,201309,preInstall
TX172,201310,201510,preInstall
TX173,201009,201209,preInstall
TX174,201512,201712,preInstall
TX176,201207,201407,preInstall
TX179,201301,201501,preInstall
TX181,201203,201403,preInstall
TX183,201508,201708,preInstall
UT002,201011,201211,preInstall
UT013,201103,201303,preInstall
UT015,201011,201211,preInstall
UT016,201205,201405,preInstall
UT017,201101,201301,preInstall
VA004,201512,201712,preInstall
VA006,201008,201208,preInstall
VA011,201212,201412,preInstall
VA018,201209,201409,preInstall
VA024,201109,201309,preInstall
VA028,201101,201301,preInstall
VA036,201103,201303,preInstall
VA039,201312,201512,preInstall
VA043,201103,201303,preInstall
VA044,201309,201509,preInstall
VA046,201309,201509,preInstall
VA047,201212,201412,preInstall
VA049,201310,201510,preInstall
VA051,201303,201503,preInstall
VA052,201407,201607,preInstall
VT004,201302,201502,preInstall
VT007,201502,201702,preInstall
WA007,201508,201708,preInstall
WA020,201204,201404,preInstall
WA050,201303,201503,preInstall
WA053,201307,201507,preInstall
WA054,201106,201306,preInstall
WI014,201204,201404,preInstall
WI021,201212,201412,preInstall
WI022,201105,201305,preInstall
WI023,201212,201412,preInstall
WI030,201312,201512,preInstall
WI032,201108,201308,preInstall
WI034,201212,201412,preInstall
WI036,201506,201706,preInstall
WI037,201508,201708,preInstall
