DlrCd,Start,End,Interval
NJ033,201504,201809,postSA
NJ034,201509,201809,postSA
NJ039,201503,201809,postSA
NJ045,201504,201809,postSA
NJ046,201503,201809,postSA
NJ047,201809,201809,postSA
NJ051,201702,201809,postSA
NJ056,201809,201809,postSA
NJ057,201605,201809,postSA
NM011,201606,201809,postSA
NM012,201606,201809,postSA
NV020,201605,201809,postSA
NV025,201606,201809,postSA
NV027,201602,201809,postSA
NV028,201808,201809,postSA
NY013,201804,201809,postSA
NY036,201506,201809,postSA
NY055,201809,201809,postSA
NY061,201602,201809,postSA
NY075,201601,201809,postSA
NY078,201607,201809,postSA
NY082,201602,201809,postSA
NY083,201709,201809,postSA
NY086,201604,201809,postSA
NY105,201604,201809,postSA
NY110,201507,201809,postSA
NY119,201802,201809,postSA
NY126,201508,201809,postSA
NY127,201510,201809,postSA
NY129,201503,201809,postSA
NY130,201609,201809,postSA
NY132,201809,201809,postSA
NY133,201809,201809,postSA
NY134,201706,201809,postSA
NY135,201809,201809,postSA
NY136,201801,201809,postSA
OH027,201510,201809,postSA
OH045,201602,201809,postSA
OH047,201805,201809,postSA
OH057,201510,201809,postSA
OH058,201603,201809,postSA
OH061,201508,201809,postSA
OK015,201502,201809,postSA
OK019,201809,201809,postSA
OK024,201502,201809,postSA
OK028,201702,201809,postSA
OR015,201509,201809,postSA
OR017,201502,201809,postSA
OR025,201502,201809,postSA
OR038,201806,201809,postSA
OR039,201806,201809,postSA
PA003,201807,201809,postSA
PA014,201807,201809,postSA
PA034,201602,201809,postSA
PA039,201503,201809,postSA
PA042,201809,201809,postSA
PA044,201503,201809,postSA
PA053,201508,201809,postSA
PA057,201509,201809,postSA
PA059,201809,201809,postSA
PA065,201809,201809,postSA
PA070,201809,201809,postSA
PA071,201808,201809,postSA
PA083,201809,201809,postSA
PA084,201708,201809,postSA
RI008,201804,201809,postSA
RI011,201710,201809,postSA
SC030,201604,201809,postSA
SC033,201605,201809,postSA
SC044,201704,201809,postSA
SC045,201809,201809,postSA
SC046,201809,201809,postSA
SC047,201809,201809,postSA
SD005,201809,201809,postSA
TN008,201703,201809,postSA
TN028,201703,201809,postSA
TN032,201703,201809,postSA
TN035,201702,201809,postSA
TN046,201703,201809,postSA
TN047,201802,201809,postSA
TN050,201706,201809,postSA
TN052,201805,201809,postSA
TX016,201503,201809,postSA
TX040,201503,201809,postSA
TX056,201703,201809,postSA
TX060,201710,201809,postSA
TX062,201607,201809,postSA
TX093,201705,201809,postSA
TX100,201605,201809,postSA
TX104,201802,201809,postSA
TX108,201508,201809,postSA
TX111,201806,201809,postSA
TX118,201503,201809,postSA
TX127,201705,201809,postSA
TX131,201501,201809,postSA
TX132,201809,201809,postSA
TX136,201703,201809,postSA
TX151,201508,201809,postSA
TX157,201703,201809,postSA
TX158,201705,201809,postSA
TX165,201706,201809,postSA
TX169,201806,201809,postSA
TX171,201608,201809,postSA
TX172,201703,201809,postSA
TX173,201509,201809,postSA
TX174,201809,201809,postSA
TX176,201510,201809,postSA
TX179,201704,201809,postSA
TX181,201704,201809,postSA
TX183,201809,201809,postSA
UT002,201509,201809,postSA
UT013,201509,201809,postSA
UT015,201501,201809,postSA
UT016,201707,201809,postSA
UT017,201804,201809,postSA
VA004,201809,201809,postSA
VA006,201504,201809,postSA
VA011,201809,201809,postSA
VA018,201512,201809,postSA
VA024,201510,201809,postSA
VA028,201601,201809,postSA
VA036,201504,201809,postSA
VA039,201604,201809,postSA
VA043,201603,201809,postSA
VA051,201706,201809,postSA
VT007,201807,201809,postSA
WA020,201505,201809,postSA
WA053,201809,201809,postSA
WA054,201808,201809,postSA
WI014,201604,201809,postSA
WI021,201710,201809,postSA
WI022,201601,201809,postSA
WI023,201708,201809,postSA
WI030,201706,201809,postSA
WI032,201602,201809,postSA
WI034,201604,201809,postSA
WI036,201809,201809,postSA
