DlrCd,Start,End,Interval
IN049,201711,201805,Installed
KS003,201508,201511,Installed
KS013,201508,201511,Installed
KS015,201307,201410,Installed
KS016,201611,190001,Installed
KY006,201609,201611,Installed
KY018,201501,201610,Installed
KY029,201608,190001,Installed
KY031,201411,201509,Installed
KY032,201806,201807,Installed
LA009,201311,201405,Installed
LA026,201512,201603,Installed
LA027,201601,201601,Installed
LA032,201505,201505,Installed
LA033,201405,201408,Installed
MA021,201309,201505,Installed
MA024,201311,201311,Installed
MA029,201411,201501,Installed
MA030,201508,201512,Installed
MA031,201510,201602,Installed
MA034,201301,201307,Installed
MA040,201410,201410,Installed
MA043,201406,201409,Installed
MA044,201307,201311,Installed
MA046,201304,201309,Installed
MA051,201410,201410,Installed
MA053,201508,201512,Installed
MA055,201209,201304,Installed
MA056,201306,201306,Installed
MA058,201504,201705,Installed
MA061,201409,201409,Installed
MA062,201501,201504,Installed
MA063,201412,201501,Installed
MA064,201402,201406,Installed
MA065,201308,190001,Installed
MD006,201409,201411,Installed
MD008,201311,201401,Installed
MD013,201401,201403,Installed
MD017,201309,201311,Installed
MD020,201406,201406,Installed
MD021,201301,201306,Installed
MD025,201412,201504,Installed
MD026,201709,190001,Installed
MD028,201308,201309,Installed
MD030,201404,201404,Installed
MD032,201601,201603,Installed
MD034,201405,201405,Installed
MD035,201704,201804,Installed
MD036,201704,201704,Installed
MD038,201303,201306,Installed
MD040,201507,201508,Installed
MD041,201508,201611,Installed
MD042,201506,201608,Installed
MD043,201304,201306,Installed
ME005,201412,201502,Installed
ME008,201503,201509,Installed
MI031,201307,201307,Installed
MI034,201701,201703,Installed
MI043,201311,201312,Installed
MI048,201601,201608,Installed
MI056,201705,201709,Installed
MN016,201603,201612,Installed
MN021,201302,201302,Installed
MN025,201606,201612,Installed
MN026,201801,201807,Installed
MN027,201305,201404,Installed
MN028,201308,201308,Installed
MO016,201505,201507,Installed
MO045,201503,201603,Installed
MO046,201406,201409,Installed
MS022,201406,201510,Installed
MS038,201505,201508,Installed
NC008,201509,201602,Installed
NC015,201509,201512,Installed
NC028,201309,201311,Installed
NC029,201601,201608,Installed
NC030,201408,201410,Installed
NC032,201607,201612,Installed
NC038,201208,201212,Installed
NC041,201604,201604,Installed
NC043,201601,201601,Installed
NC044,201604,201604,Installed
NC047,201311,201404,Installed
NC048,201509,201511,Installed
NC049,201509,201512,Installed
NC060,201507,201507,Installed
NC064,201510,201701,Installed
NC065,201208,201211,Installed
NC066,201507,201507,Installed
NC067,201802,201802,Installed
NE011,201505,201602,Installed
NH006,201508,201511,Installed
NH009,201311,201311,Installed
NH012,201406,201406,Installed
NH014,201412,201501,Installed
NJ005,201707,201710,Installed
NJ015,201304,201312,Installed
NJ025,201412,201512,Installed
NJ032,201308,201311,Installed
NJ033,201406,201407,Installed
NJ034,201305,201502,Installed
NJ039,201405,201405,Installed
NJ045,201408,201408,Installed
NJ046,201408,201408,Installed
NJ047,201512,190001,Installed
NJ049,201511,201606,Installed
NJ051,201512,201604,Installed
NJ056,201506,190001,Installed
NJ057,201401,201401,Installed
NM011,201308,201311,Installed
NM012,201308,201311,Installed
NV020,201404,201404,Installed
NV025,201506,201508,Installed
NV026,201512,201602,Installed
NV027,201207,201209,Installed
NV028,201708,201711,Installed
NY013,201604,201707,Installed
NY024,201410,201410,Installed
NY025,201510,201603,Installed
NY036,201208,201303,Installed
NY041,201512,201605,Installed
NY055,201407,190001,Installed
NY058,201305,201306,Installed
NY060,201505,201510,Installed
NY061,201507,201509,Installed
NY062,201509,190001,Installed
NY075,201406,201406,Installed
NY078,201508,201509,Installed
NY082,201502,201502,Installed
NY083,201505,201709,Installed
NY086,201507,201508,Installed
NY096,201509,201605,Installed
NY099,201511,201605,Installed
NY105,201508,201509,Installed
NY107,201405,201703,Installed
NY110,201212,201403,Installed
NY119,201705,201709,Installed
NY126,201402,201403,Installed
NY127,201403,201403,Installed
NY129,201410,201410,Installed
NY130,201301,201305,Installed
NY132,201511,190001,Installed
NY133,201511,201708,Installed
NY134,201411,201411,Installed
NY135,201611,190001,Installed
NY136,201308,201312,Installed
OH027,201312,201402,Installed
OH044,201509,201512,Installed
OH045,201501,201507,Installed
OH047,201609,201609,Installed
OH050,201511,201602,Installed
OH056,201508,201512,Installed
OH057,201312,201402,Installed
OH058,201409,201603,Installed
OH061,201406,201409,Installed
OH068,201504,201605,Installed
OK015,201407,201411,Installed
OK019,201509,190001,Installed
OK024,201410,201410,Installed
OK028,201409,201503,Installed
OR015,201302,201302,Installed
OR017,201406,201406,Installed
OR025,201405,201405,Installed
OR035,201505,201507,Installed
OR036,201506,201510,Installed
OR038,201709,201711,Installed
OR039,201703,201703,Installed
PA002,201310,201310,Installed
PA003,201706,201707,Installed
PA014,201304,201304,Installed
PA018,201412,190001,Installed
PA024,201307,201307,Installed
PA032,201306,201401,Installed
PA034,201308,201308,Installed
PA037,201306,201311,Installed
PA039,201309,201404,Installed
PA042,201707,190001,Installed
PA043,201510,201605,Installed
PA044,201404,201404,Installed
PA053,201310,201310,Installed
PA057,201403,201403,Installed
PA059,201706,201706,Installed
PA065,201708,201710,Installed
PA070,201708,201809,Installed
PA071,201706,201710,Installed
PA076,201309,201309,Installed
PA079,201309,201310,Installed
PA083,201801,201806,Installed
PA084,201210,201302,Installed
RI008,201309,201312,Installed
RI011,201608,201701,Installed
SC030,201411,201502,Installed
SC033,201312,201312,Installed
SC042,201509,201511,Installed
SC043,201509,201511,Installed
SC044,201307,201309,Installed
SC045,201803,201803,Installed
SC046,201801,201801,Installed
SC047,201402,201405,Installed
SD005,201610,201710,Installed
TN008,201301,201312,Installed
TN028,201506,201603,Installed
TN032,201507,201507,Installed
TN035,201503,201507,Installed
TN045,201408,201412,Installed
TN046,201501,201506,Installed
TN047,201702,201704,Installed
TN050,201604,201604,Installed
TN052,201705,201711,Installed
TX016,201210,201301,Installed
TX040,201405,201405,Installed
TX056,201510,201510,Installed
TX060,201407,201409,Installed
TX062,201504,201504,Installed
TX093,201509,201509,Installed
TX100,201211,201302,Installed
TX104,201410,201502,Installed
TX108,201309,201401,Installed
TX111,201411,201501,Installed
TX118,201401,201404,Installed
TX127,201412,201603,Installed
TX131,201302,201303,Installed
TX132,201710,201804,Installed
TX136,201605,201605,Installed
TX145,201305,190001,Installed
TX151,201406,201409,Installed
TX157,201505,201601,Installed
TX158,201608,201608,Installed
TX165,201305,201308,Installed
TX169,201411,201411,Installed
TX171,201309,201311,Installed
TX172,201510,201601,Installed
TX173,201209,201209,Installed
TX174,201712,201712,Installed
TX176,201407,201411,Installed
TX179,201501,201502,Installed
TX181,201403,201403,Installed
TX183,201708,190001,Installed
UT002,201211,201306,Installed
UT013,201303,201303,Installed
UT015,201211,201301,Installed
UT016,201405,201405,Installed
UT017,201301,201307,Installed
VA004,201712,201712,Installed
VA006,201208,201301,Installed
VA011,201412,201706,Installed
VA018,201409,201409,Installed
VA024,201309,201311,Installed
VA028,201301,201306,Installed
VA036,201303,201305,Installed
VA039,201512,201512,Installed
VA043,201303,201303,Installed
VA044,201509,201510,Installed
VA046,201509,201510,Installed
VA047,201412,201511,Installed
VA049,201510,201511,Installed
VA051,201503,201601,Installed
VA052,201607,201611,Installed
VT004,201502,201504,Installed
VT007,201702,201705,Installed
WA007,201708,201801,Installed
WA020,201404,201404,Installed
WA050,201503,201508,Installed
WA053,201507,190001,Installed
WA054,201306,201306,Installed
WI014,201404,201405,Installed
WI021,201412,201605,Installed
WI022,201305,201309,Installed
WI023,201412,201601,Installed
WI030,201512,201606,Installed
WI032,201308,201407,Installed
WI034,201412,201507,Installed
WI036,201706,201712,Installed
WI037,201708,201712,Installed
